opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
i4ypnntu,jonathan_berthelot,mg_advanced,funholding,won,2017-05-25,2017-08-09,3808.0
2pi827ma,kary_hendrixson,gtxpro,hottechi,engaging,2017-05-25,2017-05-22,472.0
koyw9wiv,lajuana_vencill,gtx_basic,rundofase,won,2017-05-25,2017-09-23,483.0
jraapd3l,lajuana_vencill,mg_advanced,warephase,won,2017-05-25,2017-09-16,3727.0
21jdzdnj,markita_hansen,gtxpro,faxquote,won,2017-05-25,2017-08-14,4738.0
ep0h3sjo,marty_freudenburg,gtx_plus_basic,ron-tech,won,2017-05-25,2017-08-04,1275.0
gip11ny3,marty_freudenburg,mg_advanced,treequote,won,2017-05-25,2017-08-19,3428.0
7x1d49tu,moses_frase,mg_special,conecom,lost,2017-05-25,2017-09-11,0.0
pdxfone0,reed_clapper,gtxpro,mathtouch,won,2017-05-25,2017-06-07,5420.0
77wsi0th,rosalina_dieter,mg_special,dalttechnology,lost,2017-05-25,2017-08-28,0.0
djdvv89l,versie_hillebrand,mg_special,dontechi,won,2017-05-25,2017-06-11,59.0
zk4s74fd,vicki_laflamme,gtx_plus_pro,singletechno,engaging,2017-05-25,2017-05-22,472.0
e5v4wt18,vicki_laflamme,mg_special,genco_pura_olive_oil_company,engaging,2017-05-25,2017-05-22,472.0
cysf0yqn,anna_snelling,gtx_plus_basic,dontechi,lost,2017-05-26,2017-08-15,0.0
hek08umi,anna_snelling,mg_advanced,rangreen,lost,2017-05-26,2017-08-19,0.0
7axr8u55,boris_faz,mg_advanced,hottechi,engaging,2017-05-26,2017-05-22,472.0
grry4dqr,boris_faz,gtx_basic,silis,won,2017-05-26,2017-09-15,561.0
s3jac8gq,boris_faz,gtx_plus_basic,zathunicon,won,2017-05-26,2017-08-10,1354.0
e3jp7hcx,cassey_cress,mg_special,the_new_york_inquirer,won,2017-05-26,2017-09-18,44.0
ff5g00yd,corliss_cosme,gtx_basic,mathtouch,won,2017-05-26,2017-09-18,560.0
5975tdti,corliss_cosme,gtxpro,donquadtech,won,2017-05-26,2017-06-09,5324.0
7x0t2qol,hayden_neloms,mg_advanced,hottechi,engaging,2017-05-26,2017-05-22,472.0
7kkfq7lx,hayden_neloms,mg_advanced,hottechi,engaging,2017-05-26,2017-05-22,472.0
ibzi95hi,james_ascencio,gtx_plus_basic,zoomit,engaging,2017-05-26,2017-05-22,472.0
3atyy665,kami_bicknell,gtxpro,conecom,engaging,2017-05-26,2017-05-22,472.0
gzu4zsfe,kami_bicknell,gtxpro,faxquote,won,2017-05-26,2017-09-23,4924.0
e4kl4ngf,kary_hendrixson,gtx_basic,golddex,won,2017-05-26,2017-08-07,571.0
qch2r1vo,kary_hendrixson,mg_advanced,konex,won,2017-05-26,2017-08-12,4022.0
sh6f6cok,lajuana_vencill,gtx_basic,rundofase,lost,2017-05-26,2017-08-12,0.0
koj4sq1t,maureen_marcano,mg_special,groovestreet,lost,2017-05-26,2017-08-22,0.0
dmuqawqh,maureen_marcano,gtx_plus_basic,faxquote,won,2017-05-26,2017-06-12,1030.0
c2rl3duq,moses_frase,mg_advanced,bioholding,lost,2017-05-26,2017-08-09,0.0
2lts2cl8,niesha_huffines,mg_special,streethex,lost,2017-05-26,2017-05-31,0.0
113o9jca,versie_hillebrand,mg_special,codehow,lost,2017-05-26,2017-09-09,0.0
54xwho19,vicki_laflamme,gtx_basic,hatfan,lost,2017-05-26,2017-08-03,0.0
09rn3mhv,vicki_laflamme,gtxpro,kan-code,won,2017-05-26,2017-09-21,5074.0
epsib2jr,violet_mclelland,mg_special,zoomit,engaging,2017-05-26,2017-05-22,472.0
yw14k7pe,wilburn_farren,gtx_plus_pro,vehement_capital_partners,won,2017-05-26,2017-09-23,5198.0
g1l2yy5p,zane_levy,gtx_basic,hottechi,engaging,2017-05-26,2017-05-22,472.0
9uyuv724,zane_levy,gtx_plus_pro,faxquote,lost,2017-05-26,2017-09-06,0.0
uzi6mkvr,anna_snelling,mg_special,betatech,lost,2017-05-27,2017-08-24,0.0
n1h9ilz9,anna_snelling,gtx_basic,conecom,won,2017-05-27,2017-09-03,576.0
v8ryc18p,anna_snelling,mg_special,stanredtax,won,2017-05-27,2017-08-21,57.0
5oqelhmf,cassey_cress,gtxpro,konex,lost,2017-05-27,2017-08-14,0.0
ncf4dt7h,cecily_lampkin,mg_advanced,condax,lost,2017-05-27,2017-06-05,0.0
dc2jl47c,daniell_hammack,gtxpro,dontechi,engaging,2017-05-27,2017-05-22,472.0
gmn9kqn2,daniell_hammack,gtxpro,hottechi,engaging,2017-05-27,2017-05-22,472.0
l9wwfyqw,darcel_schlecht,gtxpro,codehow,lost,2017-05-27,2017-08-18,0.0
ar2t4lar,darcel_schlecht,gtxpro,scottech,won,2017-05-27,2017-08-22,4432.0
gpc8plm7,donn_cantrell,gtx_basic,kinnamplus,won,2017-05-27,2017-09-02,481.0
ya822mob,james_ascencio,gtx_plus_pro,y-corporation,lost,2017-05-27,2017-08-22,0.0
jbcq1odr,james_ascencio,gtxpro,newex,won,2017-05-27,2017-08-28,5293.0
m26bsx5s,jonathan_berthelot,gtxpro,codehow,lost,2017-05-27,2017-08-06,0.0
plyyx5cd,jonathan_berthelot,gtx_plus_pro,hottechi,won,2017-05-27,2017-08-17,5769.0
jp2ey6qu,jonathan_berthelot,gtxpro,globex_corporation,won,2017-05-27,2017-09-02,4929.0
48int6oa,jonathan_berthelot,gtxpro,rundofase,won,2017-05-27,2017-08-05,4924.0
evdmsm4n,kami_bicknell,gtx_plus_basic,blackzim,lost,2017-05-27,2017-08-14,0.0
9fh4op4u,kary_hendrixson,gtx_plus_pro,faxquote,won,2017-05-27,2017-08-04,5312.0
n128i4h8,kary_hendrixson,mg_special,nam-zim,won,2017-05-27,2017-06-07,66.0
8nklcses,marty_freudenburg,gtx_plus_basic,toughzap,won,2017-05-27,2017-06-18,1115.0
1zmwmu21,marty_freudenburg,mg_advanced,conecom,won,2017-05-27,2017-08-23,3407.0
r617r51d,niesha_huffines,gtx_basic,cancity,won,2017-05-27,2017-09-03,540.0
w8e2ylny,reed_clapper,gtx_plus_basic,acme_corporation,won,2017-05-27,2017-09-04,1095.0
tx9vfl4j,reed_clapper,gtx_plus_basic,silis,won,2017-05-27,2017-08-23,1019.0
5elx1qym,vicki_laflamme,gtx_plus_basic,green-plus,lost,2017-05-27,2017-05-30,0.0
rtqvkk41,vicki_laflamme,gtxpro,scotfind,lost,2017-05-27,2017-08-17,0.0
9dedeq5o,vicki_laflamme,gtxpro,green-plus,won,2017-05-27,2017-09-14,4477.0
z8jlmcom,vicki_laflamme,gtxpro,hatfan,won,2017-05-27,2017-06-02,4644.0
1o58twrz,anna_snelling,gtx_basic,finhigh,lost,2017-05-28,2017-08-20,0.0
rhozig9p,anna_snelling,gtx_plus_basic,cancity,lost,2017-05-28,2017-06-13,0.0
vxtvhc1z,boris_faz,gtx_plus_pro,hottechi,engaging,2017-05-28,2017-05-22,472.0
52q1pygw,boris_faz,gtx_plus_basic,zotware,won,2017-05-28,2017-06-08,940.0
56zjusng,daniell_hammack,gtxpro,acme_corporation,won,2017-05-28,2017-06-07,5378.0
y92ru9v8,daniell_hammack,gtxpro,kan-code,won,2017-05-28,2017-06-15,4712.0
sxv6vzvc,darcel_schlecht,gtx_plus_basic,bioholding,won,2017-05-28,2017-08-25,1118.0
bgy307fc,donn_cantrell,gtx_plus_pro,ganjaflex,won,2017-05-28,2017-08-11,5695.0
ban0bvhw,donn_cantrell,gtxpro,yearin,won,2017-05-28,2017-08-05,4462.0
gv9g96z1,garret_kinder,gtxpro,plussunin,lost,2017-05-28,2017-08-30,0.0
z75r686c,hayden_neloms,mg_advanced,singletechno,won,2017-05-28,2017-08-28,3701.0
bo1zozg2,kary_hendrixson,gtx_plus_basic,ontomedia,engaging,2017-05-28,2017-05-22,472.0
oerroepm,markita_hansen,gtx_basic,hottechi,engaging,2017-05-28,2017-05-22,472.0
12glkkv4,markita_hansen,gtx_plus_basic,j-texon,won,2017-05-28,2017-06-08,941.0
vdd7h92q,maureen_marcano,gtx_plus_basic,hatfan,won,2017-05-28,2017-06-05,1171.0
83jp1k4e,rosalina_dieter,gtk_500,rantouch,won,2017-05-28,2017-08-28,24899.0
me3h0ruj,rosalina_dieter,mg_advanced,rantouch,won,2017-05-28,2017-09-21,3418.0
w8e76hjg,vicki_laflamme,gtx_basic,hottechi,won,2017-05-28,2017-06-08,537.0
mwsptoqk,zane_levy,gtxpro,hottechi,engaging,2017-05-28,2017-05-22,472.0
imb2n710,zane_levy,gtx_plus_basic,rantouch,won,2017-05-28,2017-08-04,1053.0
ojbbzhm4,anna_snelling,gtx_basic,genco_pura_olive_oil_company,won,2017-05-29,2017-06-11,497.0
2pqorqgo,boris_faz,gtx_plus_pro,zencorporation,won,2017-05-29,2017-09-13,5714.0
i3rw4omf,cecily_lampkin,gtx_basic,bioholding,won,2017-05-29,2017-08-29,611.0
ry6t3glc,corliss_cosme,gtxpro,zathunicon,engaging,2017-05-29,2017-05-22,472.0
lg8zamcb,corliss_cosme,gtxpro,opentech,won,2017-05-29,2017-06-11,5642.0
xj8utm6b,corliss_cosme,gtxpro,umbrella_corporation,won,2017-05-29,2017-06-11,5081.0
cvgtfbze,darcel_schlecht,gtxpro,cancity,won,2017-05-29,2017-08-02,3985.0
rw02hg5p,donn_cantrell,mg_advanced,bluth_company,won,2017-05-29,2017-06-11,3313.0
7w8cqj2z,elease_gluck,mg_advanced,plexzap,won,2017-05-29,2017-06-11,3850.0
m03ihs3p,gladys_colclough,gtx_plus_basic,scottech,won,2017-05-29,2017-08-06,917.0
gx3shsea,gladys_colclough,mg_special,streethex,won,2017-05-29,2017-08-08,56.0
8g3hb5s6,james_ascencio,gtx_basic,hottechi,engaging,2017-05-29,2017-05-22,472.0
9kthislx,james_ascencio,mg_advanced,lexiqvolax,lost,2017-05-29,2017-08-18,0.0
q808l4hz,james_ascencio,gtxpro,newex,won,2017-05-29,2017-08-07,5194.0
iwqp4m72,jonathan_berthelot,gtx_plus_basic,bioholding,lost,2017-05-29,2017-08-29,0.0
mpme6vzd,kami_bicknell,gtx_plus_basic,dontechi,engaging,2017-05-29,2017-05-22,472.0
euyjdw9c,kary_hendrixson,gtxpro,hottechi,engaging,2017-05-29,2017-05-22,472.0
3goxmqpf,kary_hendrixson,gtx_plus_basic,golddex,won,2017-05-29,2017-08-17,1002.0
1wz5n86q,kary_hendrixson,gtx_plus_pro,hottechi,won,2017-05-29,2017-08-17,6042.0
c3qk8m7f,markita_hansen,gtx_plus_pro,sonron,won,2017-05-29,2017-06-15,4423.0
9bxxdyh9,markita_hansen,mg_special,groovestreet,won,2017-05-29,2017-08-18,45.0
yrti0eke,rosalina_dieter,gtx_basic,hottechi,engaging,2017-05-29,2017-05-22,472.0
4x3h9yd5,rosalina_dieter,gtk_500,kan-code,won,2017-05-29,2017-08-29,25791.0
k83l4l0i,rosie_papadopoulos,mg_advanced,mathtouch,won,2017-05-29,2017-06-17,2918.0
e9c7wxql,versie_hillebrand,gtx_plus_basic,streethex,won,2017-05-29,2017-09-19,959.0
umxzflo8,zane_levy,gtxpro,hottechi,engaging,2017-05-29,2017-05-22,472.0
aavjhh3m,zane_levy,gtxpro,green-plus,won,2017-05-29,2017-06-06,5532.0
nevhu7gv,boris_faz,gtx_plus_basic,ontomedia,lost,2017-05-30,2017-08-07,0.0
polwb0ux,corliss_cosme,gtxpro,xx-zobam,won,2017-05-30,2017-06-06,4687.0
zshk2zxd,darcel_schlecht,gtx_basic,dambase,won,2017-05-30,2017-06-21,602.0
pf7gfmlq,donn_cantrell,gtx_basic,condax,won,2017-05-30,2017-08-10,595.0
lkmzwckq,gladys_colclough,gtxpro,funholding,lost,2017-05-30,2017-09-06,0.0
3d6zhlf0,kami_bicknell,gtx_basic,zoomit,lost,2017-05-30,2017-08-05,0.0
3r8pjccw,kary_hendrixson,mg_advanced,blackzim,won,2017-05-30,2017-09-03,2868.0
cpwtj2wc,marty_freudenburg,mg_advanced,finhigh,won,2017-05-30,2017-06-03,3236.0
qzlwujej,reed_clapper,gtxpro,ganjaflex,lost,2017-05-30,2017-05-31,0.0
ndvzahya,vicki_laflamme,gtx_basic,golddex,won,2017-05-30,2017-08-15,524.0
1r8vke8o,vicki_laflamme,gtx_plus_pro,golddex,won,2017-05-30,2017-08-15,5631.0
qnvw1nss,wilburn_farren,mg_advanced,hottechi,engaging,2017-05-30,2017-05-22,472.0
lnx7uleg,zane_levy,gtx_plus_pro,sonron,won,2017-05-30,2017-08-22,5572.0
42n0iwf8,zane_levy,gtxpro,condax,won,2017-05-30,2017-06-05,5644.0
n60tc14o,cecily_lampkin,gtx_plus_pro,zumgoity,lost,2017-05-31,2017-08-05,0.0
v6yydg56,daniell_hammack,gtx_plus_pro,donquadtech,lost,2017-05-31,2017-06-16,0.0
s1au0izx,darcel_schlecht,gtxpro,inity,won,2017-05-31,2017-06-04,4192.0
gfxkhcem,elease_gluck,mg_special,fasehatice,lost,2017-05-31,2017-09-05,0.0
yh2nhvxc,elease_gluck,mg_advanced,blackzim,lost,2017-05-31,2017-08-26,0.0
jsnph01n,elease_gluck,mg_special,sonron,won,2017-05-31,2017-06-10,56.0
cqdulmxs,garret_kinder,gtx_basic,gekko_&_co,won,2017-05-31,2017-08-05,607.0
vkm187mx,gladys_colclough,mg_special,condax,won,2017-05-31,2017-06-09,48.0
gippuv2f,hayden_neloms,gtx_plus_basic,nam-zim,engaging,2017-05-31,2017-05-22,472.0
4iujnfpf,james_ascencio,gtx_basic,singletechno,lost,2017-05-31,2017-08-18,0.0
ze7pm90v,james_ascencio,gtx_basic,blackzim,won,2017-05-31,2017-08-23,570.0
caayfkk8,james_ascencio,gtx_plus_basic,singletechno,won,2017-05-31,2017-06-04,1056.0
htbpsc2d,kami_bicknell,gtx_basic,hottechi,engaging,2017-05-31,2017-05-22,472.0
nqznaeyq,kami_bicknell,gtx_basic,lexiqvolax,won,2017-05-31,2017-09-03,560.0
j47dpnb5,kary_hendrixson,gtx_plus_pro,plexzap,lost,2017-05-31,2017-08-03,0.0
37b8es7x,kary_hendrixson,gtx_basic,groovestreet,won,2017-05-31,2017-06-21,588.0
kyabdcke,kary_hendrixson,gtxpro,y-corporation,won,2017-05-31,2017-09-02,4356.0
3cp9vxc1,kary_hendrixson,mg_special,labdrill,won,2017-05-31,2017-08-15,69.0
9xgt3451,lajuana_vencill,gtx_basic,rangreen,won,2017-05-31,2017-08-02,505.0
ag0h8iaz,markita_hansen,gtx_basic,sonron,won,2017-05-31,2017-09-23,510.0
28ftxkab,markita_hansen,mg_advanced,zoomit,won,2017-05-31,2017-09-23,3722.0
sibr2j01,maureen_marcano,mg_special,hottechi,engaging,2017-05-31,2017-05-22,472.0
rouor5l0,maureen_marcano,gtx_plus_basic,finjob,won,2017-05-31,2017-08-02,1145.0
qpmz5rg0,moses_frase,mg_special,streethex,won,2017-05-31,2017-08-27,53.0
2pmiyafn,reed_clapper,gtx_plus_basic,kan-code,won,2017-05-31,2017-06-15,1120.0
crwe8frt,reed_clapper,mg_advanced,initech,won,2017-05-31,2017-09-22,3404.0
fc1ls6py,versie_hillebrand,mg_advanced,zumgoity,lost,2017-05-31,2017-06-08,0.0
6fi9hax7,versie_hillebrand,mg_special,ron-tech,won,2017-05-31,2017-06-13,46.0
jl86q0b4,wilburn_farren,mg_special,the_new_york_inquirer,won,2017-05-31,2017-06-14,53.0
y2a8eubm,zane_levy,gtx_basic,singletechno,lost,2017-05-31,2017-08-20,0.0
c2mkja8v,zane_levy,gtxpro,condax,won,2017-05-31,2017-06-05,4988.0
ij4y77d9,zane_levy,mg_special,rantouch,won,2017-05-31,2017-08-12,53.0
cgcpvyni,anna_snelling,gtx_basic,isdom,won,2017-06-01,2017-06-08,523.0
st8zoxki,anna_snelling,mg_special,hottechi,won,2017-06-01,2017-06-11,63.0
p07ogz3f,anna_snelling,mg_special,stanredtax,won,2017-06-01,2017-08-28,54.0
0dlexlev,boris_faz,gtx_plus_pro,yearin,won,2017-06-01,2017-09-07,6117.0
27un3ux8,cassey_cress,gtx_plus_pro,ontomedia,won,2017-06-01,2017-06-09,5112.0
nr5d7201,corliss_cosme,mg_advanced,kan-code,won,2017-06-01,2017-09-03,3527.0
ugtxh980,daniell_hammack,gtxpro,hottechi,engaging,2017-06-01,2017-05-22,472.0
lkbs2ijc,darcel_schlecht,gtx_plus_pro,konmatfix,lost,2017-06-01,2017-06-11,0.0
mfo940s8,darcel_schlecht,mg_special,finhigh,lost,2017-06-01,2017-08-24,0.0
5o0597pp,darcel_schlecht,mg_advanced,warephase,lost,2017-06-01,2017-08-07,0.0
c4feg98k,darcel_schlecht,gtx_basic,inity,won,2017-06-01,2017-06-14,565.0
ekh5o1hh,darcel_schlecht,mg_advanced,ron-tech,won,2017-06-01,2017-06-09,3771.0
bz9c1lqt,elease_gluck,mg_advanced,fasehatice,lost,2017-06-01,2017-08-09,0.0
zt6d57ed,gladys_colclough,gtx_plus_pro,scottech,won,2017-06-01,2017-09-02,6274.0
nkermtb8,hayden_neloms,mg_advanced,plexzap,lost,2017-06-01,2017-08-03,0.0
q67320cy,hayden_neloms,mg_advanced,sunnamplex,won,2017-06-01,2017-08-17,3480.0
k5nftqri,james_ascencio,gtx_plus_pro,fasehatice,won,2017-06-01,2017-08-16,5770.0
ij7b896n,kary_hendrixson,mg_advanced,hottechi,lost,2017-06-01,2017-09-12,0.0
8kbvrqhd,lajuana_vencill,gtx_plus_pro,statholdings,lost,2017-06-01,2017-08-29,0.0
agz87jfx,moses_frase,gtx_basic,rangreen,lost,2017-06-01,2017-08-01,0.0
obgcq1bk,niesha_huffines,gtx_basic,domzoom,lost,2017-06-01,2017-09-21,0.0
k05lluu4,niesha_huffines,gtx_basic,ron-tech,lost,2017-06-01,2017-09-25,0.0
9wispxzw,reed_clapper,gtx_basic,konex,won,2017-06-01,2017-06-12,562.0
ztvwse98,rosalina_dieter,mg_special,hottechi,engaging,2017-06-01,2017-05-22,472.0
4zga57sx,rosie_papadopoulos,gtxpro,mathtouch,won,2017-06-01,2017-08-03,4686.0
6onkn1im,vicki_laflamme,mg_advanced,newex,lost,2017-06-01,2017-08-22,0.0
jviiwjdl,violet_mclelland,mg_special,opentech,won,2017-06-01,2017-09-02,38.0
w8m8xi8y,zane_levy,mg_advanced,finjob,won,2017-06-01,2017-08-05,3184.0
melhf0zp,anna_snelling,gtx_plus_pro,rundofase,won,2017-06-02,2017-09-17,5373.0
6sv2wyk4,boris_faz,gtx_plus_basic,bluth_company,won,2017-06-02,2017-09-05,1239.0
spv7ojth,cassey_cress,mg_advanced,hottechi,engaging,2017-06-02,2017-05-22,472.0
6jeayhoe,cecily_lampkin,mg_advanced,isdom,lost,2017-06-02,2017-06-18,0.0
ikqseypt,cecily_lampkin,mg_special,streethex,won,2017-06-02,2017-06-12,52.0
zn0fwo0l,corliss_cosme,gtx_basic,ganjaflex,won,2017-06-02,2017-09-19,651.0
cpl37mzc,darcel_schlecht,gtx_plus_pro,dambase,won,2017-06-02,2017-08-02,6026.0
n7g1tu1x,james_ascencio,mg_advanced,hottechi,engaging,2017-06-02,2017-05-22,472.0
gm68oldh,james_ascencio,gtx_plus_pro,green-plus,won,2017-06-02,2017-09-05,5569.0
w604bppe,jonathan_berthelot,gtx_basic,dontechi,lost,2017-06-02,2017-08-25,0.0
gij14130,jonathan_berthelot,gtx_basic,hottechi,won,2017-06-02,2017-09-04,519.0
cua83384,kami_bicknell,gtx_basic,scotfind,won,2017-06-02,2017-09-05,558.0
zgqi86aq,kary_hendrixson,gtx_basic,sonron,won,2017-06-02,2017-09-05,523.0
l8nlcwfs,kary_hendrixson,gtxpro,scotfind,won,2017-06-02,2017-08-20,4869.0
uphlxz3m,lajuana_vencill,mg_special,funholding,lost,2017-06-02,2017-08-02,0.0
jdfqyp5l,lajuana_vencill,gtx_basic,stanredtax,won,2017-06-02,2017-08-09,588.0
06aiy3is,marty_freudenburg,gtx_plus_pro,condax,won,2017-06-02,2017-08-21,5712.0
4lqan2jx,maureen_marcano,gtx_plus_basic,golddex,won,2017-06-02,2017-08-29,1046.0
84qgc91p,maureen_marcano,mg_special,singletechno,won,2017-06-02,2017-08-17,54.0
98masv7p,reed_clapper,gtxpro,xx-zobam,won,2017-06-02,2017-08-12,4933.0
qfbbrjl5,reed_clapper,mg_special,umbrella_corporation,won,2017-06-02,2017-09-26,60.0
cuv49mur,violet_mclelland,gtxpro,zathunicon,engaging,2017-06-02,2017-05-22,472.0
xcgw5k0n,violet_mclelland,gtx_basic,silis,won,2017-06-02,2017-09-12,572.0
uuf8z53n,violet_mclelland,mg_special,condax,won,2017-06-02,2017-08-30,55.0
j6miknyj,violet_mclelland,mg_special,xx-zobam,won,2017-06-02,2017-08-22,51.0
3w4awysk,cassey_cress,gtx_plus_pro,vehement_capital_partners,lost,2017-06-03,2017-08-24,0.0
vbn5t6f8,cassey_cress,mg_special,opentech,won,2017-06-03,2017-08-31,59.0
w1j3l0eu,daniell_hammack,gtxpro,betasoloin,won,2017-06-03,2017-06-06,4492.0
45cmxp2k,darcel_schlecht,gtx_basic,treequote,lost,2017-06-03,2017-08-03,0.0
6ojac85f,darcel_schlecht,gtxpro,codehow,lost,2017-06-03,2017-08-29,0.0
k94wm7m4,donn_cantrell,mg_advanced,zathunicon,lost,2017-06-03,2017-08-27,0.0
31krb7r2,james_ascencio,gtx_basic,plexzap,lost,2017-06-03,2017-08-12,0.0
5pg1kskd,james_ascencio,gtxpro,fasehatice,lost,2017-06-03,2017-08-06,0.0
ldaxebr0,jonathan_berthelot,gtx_basic,treequote,won,2017-06-03,2017-06-22,639.0
ngtmvx1c,jonathan_berthelot,gtx_plus_basic,globex_corporation,won,2017-06-03,2017-06-21,1040.0
sfbhzlhk,jonathan_berthelot,gtxpro,finhigh,won,2017-06-03,2017-09-12,4138.0
7vmojbpn,kami_bicknell,gtxpro,faxquote,engaging,2017-06-03,2017-05-22,472.0
13ppmgnm,kami_bicknell,gtx_plus_basic,plexzap,lost,2017-06-03,2017-08-07,0.0
6gy8q8f0,lajuana_vencill,mg_special,funholding,won,2017-06-03,2017-09-23,54.0
5jixfmfy,lajuana_vencill,mg_advanced,inity,won,2017-06-03,2017-09-14,3438.0
jby30bsr,markita_hansen,gtxpro,finjob,lost,2017-06-03,2017-08-05,0.0
69xl3jmb,marty_freudenburg,gtx_plus_basic,isdom,won,2017-06-03,2017-08-05,1017.0
ytgqkc7a,rosalina_dieter,mg_special,dalttechnology,engaging,2017-06-03,2017-05-22,472.0
dywmk8of,rosalina_dieter,mg_advanced,singletechno,won,2017-06-03,2017-09-19,3314.0
gg8xqd8z,versie_hillebrand,mg_special,cancity,lost,2017-06-03,2017-08-12,0.0
urt8a7oq,versie_hillebrand,mg_special,rangreen,won,2017-06-03,2017-08-24,51.0
lgo0xf4x,vicki_laflamme,mg_special,kan-code,won,2017-06-03,2017-09-10,50.0
y46oebeh,violet_mclelland,mg_special,zathunicon,won,2017-06-03,2017-06-09,54.0
g54jjcmx,anna_snelling,gtx_plus_pro,scottech,lost,2017-06-04,2017-08-18,0.0
bpq0358t,anna_snelling,mg_advanced,rangreen,lost,2017-06-04,2017-09-16,0.0
eph7l4k0,boris_faz,gtxpro,condax,lost,2017-06-04,2017-09-05,0.0
smu4542q,cecily_lampkin,gtx_plus_basic,hottechi,lost,2017-06-04,2017-08-16,0.0
e884cl8b,daniell_hammack,gtxpro,ontomedia,won,2017-06-04,2017-06-17,4942.0
4k8n65em,donn_cantrell,mg_special,initech,lost,2017-06-04,2017-08-06,0.0
kvtbyovd,donn_cantrell,gtxpro,kan-code,won,2017-06-04,2017-06-14,4612.0
za6cbqal,donn_cantrell,gtxpro,zotware,won,2017-06-04,2017-06-20,4308.0
y6yzxvtf,donn_cantrell,mg_advanced,massive_dynamic,won,2017-06-04,2017-09-04,2876.0
shetlr3t,gladys_colclough,gtx_plus_pro,warephase,won,2017-06-04,2017-08-30,4990.0
el03yrd0,hayden_neloms,gtx_plus_basic,scotfind,lost,2017-06-04,2017-09-29,0.0
3kzubsru,hayden_neloms,gtx_plus_basic,sonron,won,2017-06-04,2017-09-09,1024.0
f8qqew1w,kami_bicknell,gtx_plus_basic,hottechi,engaging,2017-06-04,2017-05-22,472.0
fa6jq4v2,kami_bicknell,mg_special,lexiqvolax,won,2017-06-04,2017-09-16,53.0
4lxuitp3,kary_hendrixson,gtx_basic,hottechi,engaging,2017-06-04,2017-05-22,472.0
gxc8jn36,kary_hendrixson,gtxpro,hottechi,engaging,2017-06-04,2017-05-22,472.0
xte9xjts,kary_hendrixson,mg_special,zencorporation,engaging,2017-06-04,2017-05-22,472.0
n7wubqr0,kary_hendrixson,gtx_plus_basic,singletechno,lost,2017-06-04,2017-09-17,0.0
9kj89vhi,kary_hendrixson,gtx_basic,j-texon,won,2017-06-04,2017-09-01,525.0
n3cn7gcz,kary_hendrixson,mg_special,nam-zim,won,2017-06-04,2017-08-27,60.0
kahkf9h1,markita_hansen,gtx_plus_basic,scotfind,won,2017-06-04,2017-06-08,967.0
p4uj64qm,maureen_marcano,gtx_basic,rantouch,lost,2017-06-04,2017-08-14,0.0
ihf5gr01,reed_clapper,gtx_basic,initech,won,2017-06-04,2017-06-14,524.0
81dufipo,rosalina_dieter,mg_special,j-texon,won,2017-06-04,2017-09-10,57.0
58k44tmd,rosie_papadopoulos,mg_advanced,bubba_gump,lost,2017-06-04,2017-06-20,0.0
eebostaa,versie_hillebrand,gtx_plus_pro,warephase,won,2017-06-04,2017-06-13,5056.0
9ddhzuzb,vicki_laflamme,gtx_basic,konex,won,2017-06-04,2017-06-08,600.0
iwlend3k,cassey_cress,gtx_basic,donware,won,2017-06-05,2017-09-26,633.0
vicy80kw,cassey_cress,gtxpro,vehement_capital_partners,won,2017-06-05,2017-08-27,4994.0
h35axy3m,corliss_cosme,gtx_plus_basic,kan-code,won,2017-06-05,2017-06-10,899.0
1uhfkbp6,darcel_schlecht,gtxpro,scottech,lost,2017-06-05,2017-08-06,0.0
vf7dwqih,darcel_schlecht,gtx_plus_pro,dambase,won,2017-06-05,2017-08-25,5421.0
c7nw3jb2,darcel_schlecht,gtxpro,genco_pura_olive_oil_company,won,2017-06-05,2017-08-23,5223.0
suabqac0,darcel_schlecht,gtxpro,rundofase,won,2017-06-05,2017-06-18,4794.0
6jwa8dfj,darcel_schlecht,gtxpro,toughzap,won,2017-06-05,2017-09-06,4903.0
oebjxzn6,darcel_schlecht,mg_advanced,dontechi,won,2017-06-05,2017-08-13,3625.0
qmubrat2,gladys_colclough,gtx_basic,globex_corporation,lost,2017-06-05,2017-08-28,0.0
w5p1olul,jonathan_berthelot,gtx_basic,rundofase,won,2017-06-05,2017-08-03,554.0
jp4h1wg4,kami_bicknell,gtx_basic,singletechno,lost,2017-06-05,2017-09-03,0.0
580xzteo,kami_bicknell,gtx_basic,sunnamplex,lost,2017-06-05,2017-06-11,0.0
pifpdjmn,kary_hendrixson,gtx_basic,hottechi,engaging,2017-06-05,2017-05-22,472.0
mass6jee,kary_hendrixson,gtxpro,hatfan,won,2017-06-05,2017-09-05,5039.0
xnc9umyh,markita_hansen,gtx_plus_basic,faxquote,won,2017-06-05,2017-08-30,1169.0
aueakrqv,marty_freudenburg,gtxpro,toughzap,won,2017-06-05,2017-09-19,5055.0
08q8a6m9,marty_freudenburg,mg_special,scottech,won,2017-06-05,2017-06-22,60.0
6f8il0xv,maureen_marcano,gtx_plus_basic,condax,lost,2017-06-05,2017-08-27,0.0
nthlg5dt,maureen_marcano,gtx_basic,golddex,won,2017-06-05,2017-09-08,595.0
