sales_agent,product,account,deal_stage,engage_date,close_date,close_value
Zane Levy,GTX Plus Basic,Singletechno,Won,2017-07-17,2017-09-21,1064.0
Zane Levy,GTXPro,Goodsilron,Won,2017-07-17,2017-07-28,5268.0
Anna Snelling,MG Special,Condax,Won,2017-07-18,2017-07-27,54.0
Cassey Cress,MG Advanced,Opentech,Won,2017-07-18,2017-07-28,3407.0
Corliss Cosme,GTX Plus Basic,unknown,Engaging,2017-07-18,,472.0
Daniell Hammack,GTX Basic,Bubba Gump,Lost,2017-07-18,2017-08-05,0.0
Darcel Schlecht,GTXPro,Rundofase,Lost,2017-07-18,2017-08-30,0.0
Darcel Schlecht,MG Special,dambase,Lost,2017-07-18,2017-07-26,0.0
Darcel Schlecht,GTX Plus Basic,Treequote,Won,2017-07-18,2017-07-19,752.0
Darcel Schlecht,MG Advanced,Statholdings,Won,2017-07-18,2017-09-03,3727.0
Elease Gluck,MG Special,Condax,Lost,2017-07-18,2017-07-31,0.0
Elease Gluck,GTX Basic,Zoomit,Won,2017-07-18,2017-07-28,532.0
Garret Kinder,GTX Plus Pro,Xx-zobam,Lost,2017-07-18,2017-07-30,0.0
Gladys Colclough,GTX Plus Pro,Hottechi,Lost,2017-07-18,2017-07-23,0.0
Gladys Colclough,GTX Plus Pro,Inity,Lost,2017-07-18,2017-08-07,0.0
Gladys Colclough,MG Advanced,Condax,Won,2017-07-18,2017-09-27,3139.0
Hayden Neloms,MG Advanced,Finjob,Won,2017-07-18,2017-07-28,3403.0
James Ascencio,MG Advanced,unknown,Engaging,2017-07-18,,472.0
James Ascencio,GTX Plus Pro,Plusstrip,Won,2017-07-18,2017-07-27,5440.0
Marty Freudenburg,GTX Plus Pro,Globex Corporation,Won,2017-07-18,2017-07-26,5698.0
Maureen Marcano,GTX Plus Basic,unknown,Engaging,2017-07-18,,472.0
Moses Frase,GTX Plus Pro,Streethex,Lost,2017-07-18,2017-07-19,0.0
Moses Frase,GTX Basic,Genco Pura Olive Oil Company,Won,2017-07-18,2017-07-28,563.0
Niesha Huffines,GTX Basic,Stanredtax,Lost,2017-07-18,2017-07-28,0.0
Rosie Papadopoulos,GTX Basic,Kan-code,Lost,2017-07-18,2017-07-26,0.0
Vicki Laflamme,MG Special,Konex,Lost,2017-07-18,2017-07-25,0.0
Vicki Laflamme,GTX Plus Pro,Sonron,Won,2017-07-18,2017-07-27,4673.0
Vicki Laflamme,MG Advanced,Konex,Won,2017-07-18,2017-07-28,3405.0
Violet Mclelland,GTX Basic,unknown,Engaging,2017-07-18,,472.0
Violet Mclelland,GTX Basic,Umbrella Corporation,Won,2017-07-18,2017-11-15,566.0
Wilburn Farren,GTX Plus Pro,Konex,Won,2017-07-18,2017-11-06,5559.0
Zane Levy,GTXPro,Scotfind,Lost,2017-07-18,2017-07-25,0.0
Zane Levy,GTXPro,Goodsilron,Won,2017-07-18,2017-09-16,4797.0
Anna Snelling,GTX Basic,unknown,Engaging,2017-07-19,,472.0
Anna Snelling,MG Special,Dontechi,Engaging,2017-07-19,,472.0
Anna Snelling,MG Special,Konmatfix,Engaging,2017-07-19,,472.0
Anna Snelling,MG Special,Dontechi,Lost,2017-07-19,2017-07-30,0.0
Anna Snelling,MG Special,Betatech,Won,2017-07-19,2017-07-25,53.0
Cassey Cress,MG Advanced,Zotware,Lost,2017-07-19,2017-09-27,0.0
Cecily Lampkin,MG Special,unknown,Engaging,2017-07-19,,472.0
Cecily Lampkin,MG Special,unknown,Engaging,2017-07-19,,472.0
Corliss Cosme,GTX Plus Basic,Donquadtech,Won,2017-07-19,2017-07-30,955.0
Daniell Hammack,GTX Plus Pro,Yearin,Lost,2017-07-19,2017-07-30,0.0
Darcel Schlecht,GTX Basic,unknown,Engaging,2017-07-19,,472.0
Darcel Schlecht,GTX Plus Pro,Isdom,Engaging,2017-07-19,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-19,,472.0
Darcel Schlecht,GTXPro,Betatech,Lost,2017-07-19,2017-07-22,0.0
Darcel Schlecht,GTX Plus Basic,Globex Corporation,Won,2017-07-19,2017-08-03,1060.0
Darcel Schlecht,GTXPro,Gogozoom,Won,2017-07-19,2017-07-26,5401.0
Elease Gluck,GTXPro,unknown,Engaging,2017-07-19,,472.0
Garret Kinder,GTX Plus Pro,Kan-code,Won,2017-07-19,2017-07-26,4895.0
Gladys Colclough,GTX Plus Pro,Treequote,Won,2017-07-19,2017-07-21,4907.0
Hayden Neloms,MG Special,Xx-zobam,Engaging,2017-07-19,,472.0
Hayden Neloms,MG Advanced,Y-corporation,Lost,2017-07-19,2017-07-29,0.0
Hayden Neloms,GTX Plus Basic,Sunnamplex,Won,2017-07-19,2017-09-30,1170.0
Hayden Neloms,MG Advanced,Faxquote,Won,2017-07-19,2017-07-28,2718.0
James Ascencio,MG Special,Plusstrip,Lost,2017-07-19,2017-08-30,0.0
Jonathan Berthelot,GTXPro,Inity,Engaging,2017-07-19,,472.0
Kami Bicknell,GTX Basic,Kan-code,Lost,2017-07-19,2017-11-04,0.0
Kary Hendrixson,GTX Basic,Green-Plus,Lost,2017-07-19,2017-07-30,0.0
Kary Hendrixson,MG Special,Plexzap,Lost,2017-07-19,2017-07-21,0.0
Kary Hendrixson,GTX Basic,Goodsilron,Won,2017-07-19,2017-08-08,624.0
Lajuana Vencill,GTX Plus Basic,Konmatfix,Engaging,2017-07-19,,472.0
Lajuana Vencill,MG Special,unknown,Engaging,2017-07-19,,472.0
Lajuana Vencill,GTX Plus Pro,Isdom,Lost,2017-07-19,2017-07-30,0.0
Lajuana Vencill,MG Advanced,Cancity,Lost,2017-07-19,2017-08-02,0.0
Lajuana Vencill,GTX Basic,Genco Pura Olive Oil Company,Won,2017-07-19,2017-07-29,537.0
Lajuana Vencill,GTX Plus Basic,Dontechi,Won,2017-07-19,2017-07-30,1089.0
Lajuana Vencill,MG Advanced,Codehow,Won,2017-07-19,2017-07-27,3352.0
Markita Hansen,GTXPro,Rantouch,Lost,2017-07-19,2017-11-01,0.0
Markita Hansen,GTX Basic,Singletechno,Won,2017-07-19,2017-07-23,535.0
Marty Freudenburg,GTX Plus Pro,Ontomedia,Engaging,2017-07-19,,472.0
Marty Freudenburg,MG Advanced,unknown,Engaging,2017-07-19,,472.0
Marty Freudenburg,GTX Basic,Rangreen,Won,2017-07-19,2017-09-25,571.0
Maureen Marcano,MG Advanced,Cheers,Won,2017-07-19,2017-09-29,3535.0
Moses Frase,GTX Basic,unknown,Engaging,2017-07-19,,472.0
Moses Frase,MG Advanced,Bioholding,Won,2017-07-19,2017-07-27,3985.0
Niesha Huffines,GTX Basic,Hatfan,Engaging,2017-07-19,,472.0
Rosie Papadopoulos,MG Advanced,Massive Dynamic,Won,2017-07-19,2017-07-21,3568.0
Versie Hillebrand,GTX Basic,unknown,Engaging,2017-07-19,,472.0
Versie Hillebrand,MG Special,Bioholding,Lost,2017-07-19,2017-07-29,0.0
Versie Hillebrand,MG Special,Funholding,Won,2017-07-19,2017-07-27,65.0
Versie Hillebrand,MG Special,Funholding,Won,2017-07-19,2017-07-25,47.0
Vicki Laflamme,GTXPro,Green-Plus,Engaging,2017-07-19,,472.0
Violet Mclelland,MG Advanced,Lexiqvolax,Engaging,2017-07-19,,472.0
Anna Snelling,GTX Plus Basic,unknown,Engaging,2017-07-20,,472.0
Anna Snelling,GTX Plus Pro,Groovestreet,Engaging,2017-07-20,,472.0
Anna Snelling,GTX Plus Pro,Labdrill,Engaging,2017-07-20,,472.0
Anna Snelling,MG Special,Silis,Engaging,2017-07-20,,472.0
Anna Snelling,MG Special,unknown,Engaging,2017-07-20,,472.0
Anna Snelling,GTX Plus Basic,Ron-tech,Lost,2017-07-20,2017-11-11,0.0
Anna Snelling,GTX Plus Basic,Ron-tech,Won,2017-07-20,2017-07-21,1160.0
Anna Snelling,GTX Plus Pro,Stanredtax,Won,2017-07-20,2017-08-23,5847.0
Boris Faz,MG Advanced,Kan-code,Lost,2017-07-20,2017-07-30,0.0
Boris Faz,GTX Plus Basic,Yearin,Won,2017-07-20,2017-09-20,1029.0
Corliss Cosme,GTX Plus Pro,Ontomedia,Lost,2017-07-20,2017-07-21,0.0
Corliss Cosme,GTXPro,Donquadtech,Lost,2017-07-20,2017-07-31,0.0
Daniell Hammack,GTX Plus Basic,unknown,Engaging,2017-07-20,,472.0
Daniell Hammack,MG Advanced,Konex,Lost,2017-07-20,2017-11-09,0.0
Darcel Schlecht,GTX Plus Basic,unknown,Engaging,2017-07-20,,472.0
Darcel Schlecht,GTX Plus Basic,unknown,Engaging,2017-07-20,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-20,,472.0
Darcel Schlecht,GTXPro,Funholding,Lost,2017-07-20,2017-07-28,0.0
Darcel Schlecht,GTXPro,Gogozoom,Lost,2017-07-20,2017-07-28,0.0
Darcel Schlecht,GTXPro,Rangreen,Lost,2017-07-20,2017-08-04,0.0
Darcel Schlecht,GTXPro,Stanredtax,Lost,2017-07-20,2017-07-28,0.0
Darcel Schlecht,MG Advanced,Bioholding,Lost,2017-07-20,2017-07-23,0.0
Darcel Schlecht,GTXPro,Treequote,Won,2017-07-20,2017-08-17,5058.0
Donn Cantrell,GTX Plus Basic,Gekko & Co,Lost,2017-07-20,2017-09-21,0.0
Donn Cantrell,GTXPro,Silis,Lost,2017-07-20,2017-09-27,0.0
Donn Cantrell,GTXPro,Zathunicon,Lost,2017-07-20,2017-07-28,0.0
Gladys Colclough,MG Advanced,Rangreen,Won,2017-07-20,2017-11-14,3552.0
Hayden Neloms,GTX Plus Basic,Konmatfix,Engaging,2017-07-20,,472.0
Hayden Neloms,GTX Plus Pro,Kan-code,Won,2017-07-20,2017-11-08,5526.0
Jonathan Berthelot,GTX Basic,Cheers,Engaging,2017-07-20,,472.0
Jonathan Berthelot,GTX Basic,unknown,Engaging,2017-07-20,,472.0
Jonathan Berthelot,GTX Basic,unknown,Engaging,2017-07-20,,472.0
Jonathan Berthelot,GTX Basic,unknown,Engaging,2017-07-20,,472.0
Jonathan Berthelot,GTX Plus Basic,Gekko & Co,Engaging,2017-07-20,,472.0
Jonathan Berthelot,GTX Plus Basic,unknown,Engaging,2017-07-20,,472.0
Jonathan Berthelot,GTXPro,unknown,Engaging,2017-07-20,,472.0
Jonathan Berthelot,MG Special,unknown,Engaging,2017-07-20,,472.0
Kami Bicknell,MG Advanced,Kinnamplus,Engaging,2017-07-20,,472.0
Kary Hendrixson,GTXPro,Plexzap,Won,2017-07-20,2017-07-26,4428.0
Marty Freudenburg,GTXPro,Sumace,Engaging,2017-07-20,,472.0
Maureen Marcano,GTX Basic,Singletechno,Won,2017-07-20,2017-07-27,523.0
Moses Frase,GTX Basic,unknown,Engaging,2017-07-20,,472.0
Moses Frase,GTX Plus Pro,Genco Pura Olive Oil Company,Engaging,2017-07-20,,472.0
Niesha Huffines,GTX Plus Basic,unknown,Engaging,2017-07-20,,472.0
Niesha Huffines,GTX Plus Pro,Blackzim,Engaging,2017-07-20,,472.0
Reed Clapper,GTX Plus Basic,Mathtouch,Lost,2017-07-20,2017-07-22,0.0
Reed Clapper,GTX Plus Pro,Plussunin,Lost,2017-07-20,2017-07-30,0.0
Rosie Papadopoulos,GTXPro,Mathtouch,Won,2017-07-20,2017-07-31,5392.0
Vicki Laflamme,GTX Basic,Finjob,Lost,2017-07-20,2017-07-27,0.0
Violet Mclelland,MG Special,Zencorporation,Won,2017-07-20,2017-07-28,55.0
Wilburn Farren,GTX Plus Basic,Plussunin,Engaging,2017-07-20,,472.0
Anna Snelling,GTX Plus Basic,unknown,Engaging,2017-07-21,,472.0
Anna Snelling,MG Advanced,Hatfan,Engaging,2017-07-21,,472.0
Anna Snelling,GTX Basic,Treequote,Lost,2017-07-21,2017-11-06,0.0
Boris Faz,GTXPro,Gekko & Co,Won,2017-07-21,2017-11-20,4197.0
Boris Faz,MG Advanced,Mathtouch,Won,2017-07-21,2017-09-18,3830.0
Cassey Cress,GTX Basic,Donware,Won,2017-07-21,2017-07-30,494.0
Cecily Lampkin,GTX Plus Basic,unknown,Engaging,2017-07-21,,472.0
Cecily Lampkin,GTX Plus Basic,unknown,Engaging,2017-07-21,,472.0
Cecily Lampkin,MG Special,unknown,Engaging,2017-07-21,,472.0
Daniell Hammack,GTX Plus Pro,Konex,Won,2017-07-21,2017-07-22,5118.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-21,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-21,,472.0
Darcel Schlecht,MG Special,Betasoloin,Engaging,2017-07-21,,472.0
Darcel Schlecht,MG Advanced,Bubba Gump,Engaging,2017-07-21,,472.0
Darcel Schlecht,MG Advanced,Scotfind,Engaging,2017-07-21,,472.0
Darcel Schlecht,GTX Plus Basic,Toughzap,Won,2017-07-21,2017-07-28,1000.0
Darcel Schlecht,GTXPro,Conecom,Won,2017-07-21,2017-07-26,5347.0
Donn Cantrell,GTX Basic,Ganjaflex,Lost,2017-07-21,2017-07-22,0.0
Donn Cantrell,GTX Basic,Sumace,Lost,2017-07-21,2017-07-29,0.0
Donn Cantrell,GTX Plus Pro,Plussunin,Won,2017-07-21,2017-08-23,5340.0
Gladys Colclough,GTX Basic,unknown,Engaging,2017-07-21,,472.0
Gladys Colclough,MG Special,Silis,Engaging,2017-07-21,,472.0
Gladys Colclough,MG Advanced,unknown,Engaging,2017-07-21,,472.0
Gladys Colclough,GTX Basic,Streethex,Lost,2017-07-21,2017-11-17,0.0
Gladys Colclough,MG Advanced,Stanredtax,Won,2017-07-21,2017-07-31,2970.0
James Ascencio,GTXPro,Rantouch,Lost,2017-07-21,2017-07-28,0.0
Jonathan Berthelot,GTX Basic,Stanredtax,Engaging,2017-07-21,,472.0
Jonathan Berthelot,GTX Plus Basic,unknown,Engaging,2017-07-21,,472.0
Jonathan Berthelot,GTX Plus Basic,unknown,Engaging,2017-07-21,,472.0
Kami Bicknell,GTX Basic,unknown,Engaging,2017-07-21,,472.0
Kary Hendrixson,GTX Plus Basic,Sonron,Won,2017-07-21,2017-07-30,997.0
Lajuana Vencill,MG Special,unknown,Engaging,2017-07-21,,472.0
Lajuana Vencill,GTX Plus Basic,Funholding,Lost,2017-07-21,2017-07-29,0.0
Lajuana Vencill,MG Advanced,Stanredtax,Lost,2017-07-21,2017-07-30,0.0
Marty Freudenburg,GTX Plus Basic,Treequote,Engaging,2017-07-21,,472.0
Marty Freudenburg,GTX Plus Pro,Silis,Engaging,2017-07-21,,472.0
Maureen Marcano,GTX Plus Basic,unknown,Engaging,2017-07-21,,472.0
Maureen Marcano,GTXPro,unknown,Engaging,2017-07-21,,472.0
Moses Frase,MG Special,unknown,Engaging,2017-07-21,,472.0
Moses Frase,GTX Basic,Finhigh,Won,2017-07-21,2017-07-30,526.0
Niesha Huffines,GTX Plus Pro,Codehow,Lost,2017-07-21,2017-07-28,0.0
Niesha Huffines,GTX Basic,Dontechi,Won,2017-07-21,2017-07-30,418.0
Niesha Huffines,MG Special,Streethex,Won,2017-07-21,2017-07-28,54.0
Rosalina Dieter,GTX Basic,Groovestreet,Won,2017-07-21,2017-09-07,622.0
Rosie Papadopoulos,GTX Plus Pro,Umbrella Corporation,Won,2017-07-21,2017-08-23,4930.0
Versie Hillebrand,GTX Plus Pro,unknown,Engaging,2017-07-21,,472.0
Versie Hillebrand,MG Special,Hottechi,Engaging,2017-07-21,,472.0
Versie Hillebrand,MG Special,Scottech,Won,2017-07-21,2017-07-28,51.0
Versie Hillebrand,MG Advanced,Betatech,Won,2017-07-21,2017-07-30,3167.0
Versie Hillebrand,MG Advanced,Globex Corporation,Won,2017-07-21,2017-09-27,3038.0
Vicki Laflamme,GTXPro,Umbrella Corporation,Engaging,2017-07-21,,472.0
Vicki Laflamme,GTXPro,unknown,Engaging,2017-07-21,,472.0
Vicki Laflamme,MG Advanced,Xx-holding,Won,2017-07-21,2017-09-24,2851.0
Violet Mclelland,GTX Plus Basic,Cheers,Engaging,2017-07-21,,472.0
Zane Levy,GTX Basic,unknown,Engaging,2017-07-21,,472.0
Zane Levy,GTX Basic,unknown,Engaging,2017-07-21,,472.0
Zane Levy,GTX Basic,unknown,Engaging,2017-07-21,,472.0
Zane Levy,GTX Basic,Dalttechnology,Lost,2017-07-21,2017-11-18,0.0
Zane Levy,GTXPro,Doncon,Won,2017-07-21,2017-07-22,5283.0
Zane Levy,MG Special,Doncon,Won,2017-07-21,2017-07-23,49.0
Anna Snelling,GTX Basic,unknown,Engaging,2017-07-22,,472.0
Anna Snelling,GTX Plus Pro,unknown,Engaging,2017-07-22,,472.0
Anna Snelling,MG Special,Singletechno,Engaging,2017-07-22,,472.0
Anna Snelling,MG Special,unknown,Engaging,2017-07-22,,472.0
Anna Snelling,MG Special,unknown,Engaging,2017-07-22,,472.0
Anna Snelling,MG Special,unknown,Engaging,2017-07-22,,472.0
Anna Snelling,MG Advanced,unknown,Engaging,2017-07-22,,472.0
Anna Snelling,GTX Plus Basic,Condax,Lost,2017-07-22,2017-07-29,0.0
Anna Snelling,MG Advanced,Statholdings,Lost,2017-07-22,2017-11-03,0.0
Cassey Cress,GTX Plus Basic,Xx-zobam,Lost,2017-07-22,2017-09-12,0.0
Cassey Cress,MG Special,Gekko & Co,Lost,2017-07-22,2017-07-27,0.0
Cassey Cress,MG Advanced,Initech,Won,2017-07-22,2017-07-23,3684.0
Cassey Cress,MG Advanced,Silis,Won,2017-07-22,2017-11-23,2986.0
Cecily Lampkin,GTX Basic,unknown,Engaging,2017-07-22,,472.0
Cecily Lampkin,GTX Plus Basic,unknown,Engaging,2017-07-22,,472.0
Cecily Lampkin,MG Advanced,Treequote,Engaging,2017-07-22,,472.0
Cecily Lampkin,MG Special,Stanredtax,Won,2017-07-22,2017-07-23,50.0
Corliss Cosme,GTXPro,Donware,Lost,2017-07-22,2017-08-02,0.0
Corliss Cosme,GTXPro,Ganjaflex,Lost,2017-07-22,2017-07-29,0.0
Darcel Schlecht,GTX Basic,unknown,Engaging,2017-07-22,,472.0
Darcel Schlecht,GTX Plus Basic,unknown,Engaging,2017-07-22,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-22,,472.0
Darcel Schlecht,MG Special,unknown,Engaging,2017-07-22,,472.0
Darcel Schlecht,GTXPro,Streethex,Lost,2017-07-22,2017-07-24,0.0
Darcel Schlecht,GTX Plus Basic,Gogozoom,Won,2017-07-22,2017-07-29,927.0
Darcel Schlecht,GTXPro,dambase,Won,2017-07-22,2017-09-05,5113.0
Elease Gluck,MG Special,Blackzim,Won,2017-07-22,2017-07-23,51.0
Gladys Colclough,GTX Basic,unknown,Engaging,2017-07-22,,472.0
Gladys Colclough,GTX Plus Basic,Funholding,Engaging,2017-07-22,,472.0
Gladys Colclough,MG Special,Opentech,Engaging,2017-07-22,,472.0
Gladys Colclough,MG Special,unknown,Engaging,2017-07-22,,472.0
Gladys Colclough,MG Advanced,Mathtouch,Engaging,2017-07-22,,472.0
Hayden Neloms,MG Special,Finjob,Won,2017-07-22,2017-09-14,64.0
James Ascencio,MG Special,unknown,Engaging,2017-07-22,,472.0
Jonathan Berthelot,GTX Plus Basic,unknown,Engaging,2017-07-22,,472.0
Jonathan Berthelot,GTX Basic,Rundofase,Lost,2017-07-22,2017-11-05,0.0
Jonathan Berthelot,GTX Plus Basic,Domzoom,Lost,2017-07-22,2017-07-24,0.0
Jonathan Berthelot,GTXPro,Hottechi,Lost,2017-07-22,2017-11-12,0.0
Kary Hendrixson,GTX Basic,Konex,Won,2017-07-22,2017-07-23,442.0
Lajuana Vencill,GTX Basic,unknown,Engaging,2017-07-22,,472.0
Lajuana Vencill,GTX Plus Basic,unknown,Engaging,2017-07-22,,472.0
Lajuana Vencill,GTX Plus Pro,unknown,Engaging,2017-07-22,,472.0
Lajuana Vencill,MG Advanced,unknown,Engaging,2017-07-22,,472.0
Markita Hansen,GTXPro,Fasehatice,Lost,2017-07-22,2017-07-30,0.0
Markita Hansen,MG Advanced,Blackzim,Won,2017-07-22,2017-09-30,3015.0
Marty Freudenburg,MG Advanced,Cancity,Lost,2017-07-22,2017-07-24,0.0
Maureen Marcano,GTX Plus Pro,Xx-holding,Lost,2017-07-22,2017-07-23,0.0
Moses Frase,MG Special,Kinnamplus,Engaging,2017-07-22,,472.0
Moses Frase,MG Special,unknown,Engaging,2017-07-22,,472.0
Moses Frase,MG Advanced,unknown,Engaging,2017-07-22,,472.0
Moses Frase,MG Advanced,unknown,Engaging,2017-07-22,,472.0
Moses Frase,MG Advanced,unknown,Engaging,2017-07-22,,472.0
Moses Frase,MG Advanced,Condax,Lost,2017-07-22,2017-07-23,0.0
Moses Frase,GTX Plus Basic,Stanredtax,Won,2017-07-22,2017-07-23,1174.0
Niesha Huffines,MG Advanced,Rangreen,Won,2017-07-22,2017-09-28,3696.0
Reed Clapper,GTX Basic,Mathtouch,Lost,2017-07-22,2017-07-30,0.0
Reed Clapper,MG Advanced,Betasoloin,Won,2017-07-22,2017-11-03,3252.0
Versie Hillebrand,MG Special,unknown,Engaging,2017-07-22,,472.0
Versie Hillebrand,MG Special,unknown,Engaging,2017-07-22,,472.0
Versie Hillebrand,MG Special,unknown,Engaging,2017-07-22,,472.0
Versie Hillebrand,MG Advanced,unknown,Engaging,2017-07-22,,472.0
Versie Hillebrand,MG Special,Genco Pura Olive Oil Company,Lost,2017-07-22,2017-11-04,0.0
Versie Hillebrand,MG Special,Globex Corporation,Lost,2017-07-22,2017-07-23,0.0
Vicki Laflamme,GTXPro,Doncon,Lost,2017-07-22,2017-07-23,0.0
Vicki Laflamme,MG Special,Hottechi,Won,2017-07-22,2017-09-23,65.0
Zane Levy,GTX Plus Basic,Statholdings,Engaging,2017-07-22,,472.0
Anna Snelling,MG Special,unknown,Engaging,2017-07-23,,472.0
Anna Snelling,MG Special,unknown,Engaging,2017-07-23,,472.0
Anna Snelling,MG Advanced,unknown,Engaging,2017-07-23,,472.0
Cassey Cress,GTX Plus Pro,unknown,Engaging,2017-07-23,,472.0
Cassey Cress,GTX Plus Basic,Yearin,Won,2017-07-23,2017-09-05,904.0
Cecily Lampkin,GTX Basic,Toughzap,Won,2017-07-23,2017-07-24,541.0
Corliss Cosme,GTX Basic,Kinnamplus,Won,2017-07-23,2017-07-25,630.0
Daniell Hammack,GTX Plus Basic,Xx-zobam,Won,2017-07-23,2017-07-30,1231.0
Darcel Schlecht,GTX Basic,unknown,Engaging,2017-07-23,,472.0
Darcel Schlecht,GTX Plus Basic,unknown,Engaging,2017-07-23,,472.0
Darcel Schlecht,GTX Plus Basic,unknown,Engaging,2017-07-23,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-23,,472.0
Darcel Schlecht,GTX Basic,Domzoom,Won,2017-07-23,2017-11-20,556.0
Darcel Schlecht,GTX Plus Basic,Stanredtax,Won,2017-07-23,2017-07-31,1070.0
Elease Gluck,MG Special,Newex,Won,2017-07-23,2017-07-25,57.0
Gladys Colclough,MG Special,unknown,Engaging,2017-07-23,,472.0
Gladys Colclough,MG Special,unknown,Engaging,2017-07-23,,472.0
Hayden Neloms,GTX Plus Basic,Hatfan,Lost,2017-07-23,2017-07-31,0.0
James Ascencio,GTX Plus Pro,J-Texon,Won,2017-07-23,2017-07-25,4824.0
Jonathan Berthelot,GTX Plus Pro,Streethex,Won,2017-07-23,2017-11-19,6049.0
Kami Bicknell,MG Special,Doncon,Won,2017-07-23,2017-07-28,58.0
Kami Bicknell,MG Advanced,Konex,Won,2017-07-23,2017-08-20,3335.0
Kary Hendrixson,GTX Plus Basic,Doncon,Lost,2017-07-23,2017-07-30,0.0
Lajuana Vencill,GTX Basic,unknown,Engaging,2017-07-23,,472.0
Lajuana Vencill,GTX Basic,unknown,Engaging,2017-07-23,,472.0
Markita Hansen,GTK 500,Rundofase,Engaging,2017-07-23,,472.0
Markita Hansen,GTXPro,Kan-code,Lost,2017-07-23,2017-11-07,0.0
Marty Freudenburg,GTX Plus Basic,Dontechi,Lost,2017-07-23,2017-07-25,0.0
Marty Freudenburg,GTX Plus Basic,Toughzap,Won,2017-07-23,2017-08-07,1006.0
Marty Freudenburg,MG Advanced,Streethex,Won,2017-07-23,2017-08-02,3367.0
Maureen Marcano,GTX Basic,Finjob,Lost,2017-07-23,2017-11-10,0.0
Maureen Marcano,GTX Plus Basic,Sonron,Lost,2017-07-23,2017-07-28,0.0
Moses Frase,GTX Basic,unknown,Engaging,2017-07-23,,472.0
Moses Frase,MG Special,Statholdings,Lost,2017-07-23,2017-08-06,0.0
Niesha Huffines,GTX Plus Basic,Xx-zobam,Engaging,2017-07-23,,472.0
Niesha Huffines,MG Advanced,unknown,Engaging,2017-07-23,,472.0
Niesha Huffines,GTX Plus Basic,Cancity,Lost,2017-07-23,2017-07-25,0.0
Reed Clapper,GTXPro,Ontomedia,Lost,2017-07-23,2017-07-31,0.0
Reed Clapper,GTX Basic,Xx-zobam,Won,2017-07-23,2017-07-31,494.0
Reed Clapper,GTXPro,Ontomedia,Won,2017-07-23,2017-07-30,4434.0
Versie Hillebrand,GTX Plus Basic,Kinnamplus,Engaging,2017-07-23,,472.0
Versie Hillebrand,MG Special,unknown,Engaging,2017-07-23,,472.0
Versie Hillebrand,MG Special,Treequote,Lost,2017-07-23,2017-07-28,0.0
Versie Hillebrand,MG Advanced,Zumgoity,Lost,2017-07-23,2017-09-05,0.0
Violet Mclelland,MG Special,Initech,Won,2017-07-23,2017-09-01,54.0
Violet Mclelland,MG Special,Kan-code,Won,2017-07-23,2017-08-06,48.0
Violet Mclelland,MG Advanced,Donware,Won,2017-07-23,2017-09-12,2855.0
Wilburn Farren,GTX Basic,Kinnamplus,Won,2017-07-23,2017-07-30,538.0
Zane Levy,GTX Basic,unknown,Engaging,2017-07-23,,472.0
Zane Levy,GTX Plus Pro,J-Texon,Lost,2017-07-23,2017-09-29,0.0
Anna Snelling,GTX Plus Pro,Scotfind,Engaging,2017-07-24,,472.0
Anna Snelling,GTX Plus Pro,unknown,Engaging,2017-07-24,,472.0
Anna Snelling,GTX Plus Pro,Funholding,Lost,2017-07-24,2017-09-03,0.0
Cassey Cress,MG Advanced,unknown,Engaging,2017-07-24,,472.0
Corliss Cosme,GTX Basic,Zotware,Won,2017-07-24,2017-07-26,458.0
Darcel Schlecht,GTXPro,Dontechi,Engaging,2017-07-24,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-24,,472.0
Darcel Schlecht,GTXPro,unknown,Engaging,2017-07-24,,472.0
Darcel Schlecht,MG Special,unknown,Engaging,2017-07-24,,472.0
Darcel Schlecht,MG Advanced,unknown,Engaging,2017-07-24,,472.0
Darcel Schlecht,GTX Plus Basic,Warephase,Won,2017-07-24,2017-08-07,996.0
Darcel Schlecht,GTXPro,Genco Pura Olive Oil Company,Won,2017-07-24,2017-07-31,4772.0
Donn Cantrell,GTXPro,Initech,Won,2017-07-24,2017-07-26,4490.0
Donn Cantrell,MG Advanced,Gekko & Co,Won,2017-07-24,2017-11-02,3260.0
Elease Gluck,GTX Basic,Doncon,Won,2017-07-24,2017-08-06,584.0
Elease Gluck,MG Advanced,Kan-code,Won,2017-07-24,2017-07-30,3371.0
Gladys Colclough,GTX Basic,unknown,Engaging,2017-07-24,,472.0
Gladys Colclough,GTX Plus Pro,Y-corporation,Engaging,2017-07-24,,472.0
Gladys Colclough,GTXPro,Condax,Won,2017-07-24,2017-09-27,4868.0
Gladys Colclough,MG Advanced,Rangreen,Won,2017-07-24,2017-08-07,3271.0
Jonathan Berthelot,GTX Basic,unknown,Engaging,2017-07-24,,472.0
Jonathan Berthelot,GTXPro,Treequote,Lost,2017-07-24,2017-07-25,0.0
Lajuana Vencill,GTX Basic,unknown,Engaging,2017-07-24,,472.0
